customerKey,itemKey,score,rank,customerName,codMarchio,itemDescription,marchio,reparto,sesso,sport,tipo,vendorItemNo,vendorNo
C07674-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CERES CENTRO MODA SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07416-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,RUN&FUN SAS ,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07648-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CENTRO SPORT DI ROCCO CHIARA,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07682-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,VERDE BLU SNC DI BERTOZZI RM,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07146-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,SPORT SERVICE SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06984-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,PLUSS SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C03782-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,VACANZE 2000 SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C08099-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,AMBROSIO GIUSEPPE,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07395-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,VALERIO SPORT,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C08821-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,SPORT E MODA SRLS,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C03964-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,CA' SPORT S.N.C. DI MORO ALBERTO E C.,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06989-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,MAZZOLANI EROS & C. S.A.S.,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C03078-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CALZATURE TAGLIABUE 90' MINUTO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07051-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,SUPER SPORT DI ADDEVICO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07106-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,MESSINA ANTONIETTA,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07635-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CIPOLLONE SPORT DI PIERFELICE,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07019-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,SHOES COMPANY SNC DI VICO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06623-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,SPORTHERE DI MOTTA AMBROGIO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07688-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,STARSPORT DI PALUMBO FRANCESCO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07121-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,AREA SPORT SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06948-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,SPORT CENTER SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07112-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,BOX SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06792-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,PLAY OFF SRLS,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C05785-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,FRIZZA SPORT DI FRIZZA ENRICO MARIA,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07217-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,GALLIANI SPORT DI GALLIANI RAG.BRUNO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C04708-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,BROGIOLI BERNARDO & C. SNC,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07621-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CASERTA SPORT SRLS,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06628-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,"ANNA SPORT SNC DI SPACCAPANICO VALTER, BREGLIA E B",N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06128-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,PADA SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C02282-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,CILLO DI BONI ITALO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07843-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,GOLDEN SPORT DI FUSCO GAETANO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07637-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,MIRAFAN SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C04040-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,GARIBALDINA SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C03765-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,PUZZOVIO SPORT DI PUZZOVIO LUIGI,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07650-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CAMPING SPORT DI DI LIDDO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C04744-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,GOAL SNC DI BLASUCCI A. & L.,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C08031-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,DIMENSIONE CALCIO SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C03715-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,MERCATO DELLA SCARPA DI LARDELLI DUCOLI SNC,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07639-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,SPORTIAMO DI LEGGIERI ANGELA,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07687-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,OLTREMONDO DI DAGOSTINO FERNANDO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07017-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,FIOCCA MODASPORT DI FIOCCA V.G.C. S,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C05637-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CAPITAL SPORT SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07088-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,N.C. COMPANY SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06968-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,STREET SPORT SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07082-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,MARCHIONNI SUPERMERCATI SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07043-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,HENRY SRL CALZATURE PELLETTERIE,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C08762-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,GIANNONE SPORT S.R.L.,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06924-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,PLATA SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07670-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,MELDOLESI SPORT SAS DI MELDOLE,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07005-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,KIDDY SHOES DI DI PORTO ANGELO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06612-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,IDEA SPORT DI BOLLE DIEGO,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06990-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CENTRO CALZ.EUROMARKET SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07729-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,SPORTLANDIA DI PAOLO GUARALDI,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07640-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,ANGELO SPORT SNC DI EGIDIO LIVRAGHI & C.,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07502-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,DIR SPORT SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C04433-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,AICARDI CARMEN ART. SPORTIVI,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07160-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,ERRESPORT DI CHIACCHIO GIOVANNI,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07033-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CLAUDIA SPORT SNC DI PANUNZI & C.,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07724-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,MAICOL SPORT TEAM,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C06938-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,VESCOVI SPORT DI VESCOVI MIRKO E C SNC,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C04095-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,1,KAMMI SOC. COOP ,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07689-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,PRODI SPORT DI PRODI SAURO  C. SNC,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07062-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,KOMISH SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07254-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CS PROGETTI SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07674-3A dei F_lli Antonini S_p_a_,N04-00008955-3A dei F_lli Antonini S_p_a_,13,2,CERES CENTRO MODA SRL,N04,NIKE REVOLUTION 4 (PSV),NIKE,CALZATURE,JUNIOR,TEMPO LIBERO PRIMAVERA,SCARPE,943305-501,F03269
C07284-3A dei F_lli Antonini S_p_a_,N04-00010011-3A dei F_lli Antonini S_p_a_,8,9,MAXI SMALL SRL,N04,AIR MONARCH IV,NIKE,CALZATURE,UOMO,MULTISPORT,SCARPE,415445-102,F03269
C07217-3A dei F_lli Antonini S_p_a_,N04-00010011-3A dei F_lli Antonini S_p_a_,8,10,GALLIANI SPORT DI GALLIANI RAG.BRUNO,N04,AIR MONARCH IV,NIKE,CALZATURE,UOMO,MULTISPORT,SCARPE,415445-102,F03269
C06981-3A dei F_lli Antonini S_p_a_,N04-00010011-3A dei F_lli Antonini S_p_a_,8,6,CENTER SPORT DI PASCOLINI VALENTINA,N04,AIR MONARCH IV,NIKE,CALZATURE,UOMO,MULTISPORT,SCARPE,415445-102,F03269
C07121-3A dei F_lli Antonini S_p_a_,N04-00000310-3A dei F_lli Antonini S_p_a_,7,7,AREA SPORT SRL,N04,NIKE HERITAGE GYMSACK,NIKE,ACCESSORI,UOMO,MULTISPORT,BORSA,BA5351-009,F03269
C07662-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,BABY SHOP CALZATURE SNC DI ORS,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07727-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,SPORTIME DI MANCA MARIA VITTORIA,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07648-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,CENTRO SPORT DI ROCCO CHIARA,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C06984-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,PLUSS SRL,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C03782-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,VACANZE 2000 SRL,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C08099-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,AMBROSIO GIUSEPPE,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07395-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,VALERIO SPORT,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C08821-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,SPORT E MODA SRLS,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C06989-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,MAZZOLANI EROS & C. S.A.S.,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C03078-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,CALZATURE TAGLIABUE 90' MINUTO,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07106-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,MESSINA ANTONIETTA,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07635-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,CIPOLLONE SPORT DI PIERFELICE,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07019-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,SHOES COMPANY SNC DI VICO,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07688-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,STARSPORT DI PALUMBO FRANCESCO,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C06423-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,NEW SPORT DI CAIAZZA GIUSEPPE,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C04227-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,BOTTAZZO SAS DI BOTTAZZO GIORGIO ANTONIO & C.,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C05081-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,BISBINO S.R.L.,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C06948-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,SPORT CENTER SRL,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C05785-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,FRIZZA SPORT DI FRIZZA ENRICO MARIA,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C04708-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,BROGIOLI BERNARDO & C. SNC,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07621-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,CASERTA SPORT SRLS,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C06628-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,"ANNA SPORT SNC DI SPACCAPANICO VALTER, BREGLIA E B",N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C06128-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,PADA SRL,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07843-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,GOLDEN SPORT DI FUSCO GAETANO,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C06876-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,COLORS SRL,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C07637-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,MIRAFAN SRL,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C04040-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,GARIBALDINA SRL,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
C03765-3A dei F_lli Antonini S_p_a_,N04-00000265-3A dei F_lli Antonini S_p_a_,17,1,PUZZOVIO SPORT DI PUZZOVIO LUIGI,N04,BENASSI JDI,NIKE,CALZATURE,UOMO,TEMPO LIBERO PRIMAVERA,SCARPE,343880-090,F03269
